session,right_contrast,left_contrast,prev_ans,bias,choice
0.0,0.0,1.0,-0.14292948079432827,1.0,0.0
0.0,1.0,0.0,-0.3325128084952073,1.0,1.0
0.0,0.0,1.0,-0.03776201870874438,1.0,0.0
0.0,0.0,1.0,-0.2506083066693223,1.0,0.0
0.0,0.0,1.0,-0.4163731624068622,1.0,0.0
0.0,0.0,1.0,-0.5454709618609767,1.0,0.0
0.0,1.0,0.0,-0.6460124291686362,1.0,0.0
0.0,0.0,1.0,-0.7243142026389895,1.0,0.0
0.0,0.0,1.0,-0.7852956851335804,1.0,0.0
0.0,0.0,1.0,-0.832788111453223,1.0,0.0
0.0,0.0,1.0,-0.8697752502609216,1.0,1.0
0.0,0.0,0.987,-0.4561824290707378,1.0,0.0
0.0,0.0,0.987,-0.5764744499123013,1.0,0.0
0.0,0.0,0.987,-0.6701579699409528,1.0,1.0
0.0,0.0,0.987,-0.3007203348429619,1.0,1.0
0.0,1.0,0.0,-0.013002015332598649,1.0,1.0
0.0,0.0,1.0,0.21107323720606092,1.0,1.0
0.0,0.987,0.0,0.38558321935009177,1.0,1.0
0.0,0.0,0.987,0.5214917300976399,1.0,1.0
0.0,0.0,0.987,0.6273373846938989,1.0,1.0
0.0,0.0,1.0,0.7097700633781707,1.0,1.0
0.0,0.0,0.987,0.7739686980881552,1.0,0.0
0.0,0.987,0.0,0.3815682112152159,1.0,0.0
0.0,0.987,0.0,0.07596640476097019,1.0,0.0
0.0,0.987,0.0,-0.16203652141363226,1.0,1.0
0.0,0.0,0.987,0.09500504716549188,1.0,0.0
0.0,0.987,0.0,-0.14720921180037433,1.0,1.0
0.0,0.0,0.987,0.10655256750313932,1.0,0.0
0.0,0.0,0.987,-0.1382159939188815,1.0,1.0
0.0,1.0,0.0,0.1135564926315777,1.0,0.0
0.0,1.0,0.0,-0.13276133154428021,1.0,0.0
0.0,1.0,0.0,-0.324593845896883,1.0,1.0
0.0,0.0,1.0,-0.03159472443605624,1.0,1.0
0.0,0.0,1.0,0.1965932207968693,1.0,0.0
0.0,1.0,0.0,-0.06809226262546372,1.0,0.0
0.0,1.0,0.0,-0.27422952438241005,1.0,0.0
0.0,0.987,0.0,-0.434769385258915,1.0,0.0
0.0,0.0,0.987,-0.5597979546237115,1.0,0.0
0.0,0.0,0.987,-0.6571703023513125,1.0,0.0
0.0,0.987,0.0,-0.7330039630110692,1.0,0.0
0.0,0.0,0.987,-0.7920632773160589,1.0,0.0
0.0,0.0,0.987,-0.838058717544445,1.0,0.0
0.0,0.0,0.987,-0.8738800024120262,1.0,0.0
0.0,0.987,0.0,-0.9017776471175223,1.0,0.0
0.0,0.0,1.0,-0.9235043546600105,1.0,0.0
0.0,0.0,1.0,-0.9404251315076637,1.0,0.0
0.0,0.0,1.0,-0.9536030457667926,1.0,0.0
0.0,0.0,1.0,-0.9638660157110499,1.0,0.0
0.0,0.0,1.0,-0.9718588247402759,1.0,0.0
0.0,0.0,1.0,-0.9780836306711772,1.0,0.0
0.0,0.0,1.0,-0.9829315144046307,1.0,0.0
0.0,0.0,1.0,-0.9867070500524834,1.0,0.0
0.0,0.0,1.0,-0.989647440171545,1.0,0.0
0.0,0.0,1.0,-0.9919374182988057,1.0,0.0
0.0,0.0,1.0,-0.9937208550575327,1.0,0.0
0.0,0.0,1.0,-0.9951097970017876,1.0,0.0
0.0,0.0,1.0,-0.996191506075614,1.0,0.0
0.0,0.0,1.0,-0.9970339419493656,1.0,0.0
0.0,0.0,1.0,-0.9976900316675307,1.0,0.0
0.0,0.0,1.0,-0.9982009948538028,1.0,0.0
0.0,0.0,1.0,-0.9985989333833921,1.0,0.0
0.0,0.0,1.0,-0.9989088482218506,1.0,0.0
0.0,0.0,1.0,-0.9991502101407275,1.0,1.0
0.0,0.0,1.0,-0.5569397491349621,1.0,0.0
0.0,1.0,0.0,-0.6549443296784955,1.0,0.0
0.0,0.0,0.987,-0.7312703737503837,1.0,0.0
0.0,0.0,0.987,-0.7907131566423129,1.0,1.0
0.0,0.0,1.0,-0.3946088086493006,1.0,0.0
0.0,1.0,0.0,-0.5285208661115446,1.0,1.0
0.0,1.0,0.0,-0.19041324746865293,1.0,1.0
0.0,0.0,1.0,0.07290523069283905,1.0,1.0
0.0,0.0,0.987,0.27797786768217964,1.0,0.0
0.0,0.0,0.987,-0.004709835901194281,1.0,0.0
0.0,0.987,0.0,-0.22486724081658307,1.0,0.0
0.0,0.0,1.0,-0.39632600016365627,1.0,1.0
0.0,0.987,0.0,-0.0874597823504181,1.0,0.0
0.0,0.0,1.0,-0.2893129639103554,1.0,0.0
0.0,0.0,1.0,-0.44651637977468905,1.0,1.0
0.0,0.0,1.0,-0.1265480892941415,1.0,0.0
0.0,0.0,1.0,-0.3197549679670626,1.0,1.0
0.0,0.987,0.0,-0.027826202515125187,1.0,0.0
0.0,0.987,0.0,-0.24287028523727813,1.0,0.0
0.0,0.0,1.0,-0.41034678525616286,1.0,1.0
0.0,0.0,0.987,-0.09837918075973809,1.0,1.0
0.0,0.0,0.987,0.14458143391498784,1.0,0.0
0.0,0.987,0.0,-0.10859908297801604,1.0,0.0
0.0,0.0,0.987,-0.3057762677927105,1.0,1.0
0.0,0.0,1.0,-0.01693957987301939,1.0,0.0
0.0,1.0,0.0,-0.23439177499860325,1.0,0.0
0.0,0.0,0.987,-0.40374371484300386,1.0,0.0
0.0,0.987,0.0,-0.5356351382084845,1.0,1.0
0.0,0.987,0.0,-0.19595384814873276,1.0,0.0
0.0,1.0,0.0,-0.37380822731268337,1.0,0.0
0.0,1.0,0.0,-0.5123213570782467,1.0,0.0
0.0,0.0,1.0,-0.6201954910053384,1.0,0.0
0.0,0.0,1.0,-0.7042079509809072,1.0,0.0
0.0,0.0,1.0,-0.7696369205976351,1.0,0.0
0.0,1.0,0.0,-0.820593053370698,1.0,0.0
0.0,0.0,0.987,-0.8602777294766498,1.0,0.0
0.0,0.0,0.987,-0.8911841863039002,1.0,0.0
0.0,0.0,0.987,-0.9152541590829254,1.0,0.0
0.0,0.0,0.987,-0.9339998727317376,1.0,0.0
0.0,0.987,0.0,-0.9485990492006648,1.0,0.0
0.0,0.0,0.987,-0.959968899266863,1.0,0.0
0.0,0.0,0.987,-0.9688237474018226,1.0,0.0
0.0,0.0,0.987,-0.9757199100633076,1.0,1.0
0.0,0.0,1.0,-0.5386922130870696,1.0,0.0
0.0,1.0,0.0,-0.640733134315273,1.0,0.0
0.0,0.0,1.0,-0.7202026836731255,1.0,0.0
0.0,0.0,1.0,-0.7820936309433525,1.0,0.0
0.0,0.0,1.0,-0.8302943491424364,1.0,0.0
0.0,1.0,0.0,-0.867833106220487,1.0,1.0
0.0,1.0,0.0,-0.4546698857712099,1.0,0.0
0.0,0.0,0.987,-0.5752964800061996,1.0,0.0
0.0,0.0,0.987,-0.6692405660556462,1.0,0.0
0.0,0.0,0.987,-0.7424042938358827,1.0,0.0
0.0,0.0,0.987,-0.799384262323554,1.0,0.0
0.0,0.0,0.987,-0.8437603064011363,1.0,0.0
0.0,0.0,0.987,-0.8783204042783685,1.0,0.0
0.0,0.0,0.987,-0.9052358355681814,1.0,0.0
0.0,0.0,0.987,-0.9261975945333923,1.0,0.0
0.0,0.0,0.987,-0.9425226288300527,1.0,0.0
0.0,0.0,0.987,-0.9552365783239593,1.0,0.0
0.0,0.0,0.987,-0.9651382121457439,1.0,0.0
0.0,0.0,0.987,-0.9728496123198361,1.0,0.0
0.0,0.0,0.987,-0.9788552568139962,1.0,0.0
0.0,0.0,0.987,-0.9835324574488965,1.0,0.0
0.0,0.0,0.987,-0.9871750649659389,1.0,0.0
0.0,0.0,0.987,-0.9900119305526333,1.0,0.0
0.0,0.0,0.987,-0.9922212836930192,1.0,1.0
0.0,0.0,0.987,-0.5515434957916429,1.0,0.0
0.0,0.0,0.987,-0.6507417233490667,1.0,0.0
0.0,0.0,0.987,-0.7279973806500838,1.0,0.0
0.0,0.0,0.987,-0.788164147052812,1.0,0.0
0.0,0.0,0.987,-0.8350220718421311,1.0,0.0
0.0,0.0,0.987,-0.8715150603611537,1.0,1.0
0.0,0.0,1.0,-0.45753739453919406,1.0,0.0
0.0,0.0,1.0,-0.5775296980801699,1.0,0.0
0.0,0.0,1.0,-0.6709797980404235,1.0,0.0
0.0,1.0,0.0,-0.7437588090675701,1.0,0.0
0.0,0.0,0.987,-0.8004391598466742,1.0,0.0
0.0,0.0,0.987,-0.8445818614182025,1.0,0.0
0.0,0.0,0.987,-0.878960231968996,1.0,0.0
0.0,0.0,0.987,-0.9057341338746728,1.0,0.0
0.0,0.0,0.987,-0.926585669644691,1.0,0.0
0.0,0.0,0.987,-0.9428248620306225,1.0,0.0
0.0,0.987,0.0,-0.9554719577772333,1.0,0.0
0.0,0.0,0.987,-0.9653215258482727,1.0,0.0
0.0,0.0,0.987,-0.9729923771749133,1.0,0.0
0.0,0.0,0.987,-0.9789664421949253,1.0,1.0
0.0,0.0,1.0,-0.54122061485344,1.0,1.0
0.0,1.0,0.0,-0.2003038217336511,1.0,0.0
0.0,1.0,0.0,-0.3771959901469577,1.0,1.0
0.0,0.0,1.0,-0.07256131556924941,1.0,0.0
0.0,0.0,1.0,-0.27771002631461794,1.0,0.0
0.0,0.0,1.0,-0.4374800028892001,1.0,0.0
0.0,0.0,1.0,-0.5619089857567846,1.0,0.0
0.0,0.0,1.0,-0.6588143750508378,1.0,0.0
0.0,0.0,1.0,-0.7342843681168859,1.0,1.0
0.0,0.0,1.0,-0.35066202395792734,1.0,0.0
0.0,0.0,1.0,-0.49429507578043275,1.0,0.0
0.0,1.0,0.0,-0.6061566090147356,1.0,0.0
0.0,0.0,1.0,-0.6932744586931786,1.0,0.0
0.0,0.0,1.0,-0.7611219082422469,1.0,1.0
0.0,0.0,1.0,-0.37156312122326873,1.0,0.0
0.0,0.0,1.0,-0.5105728666977322,1.0,0.0
0.0,1.0,0.0,-0.618833765327801,1.0,0.0
0.0,1.0,0.0,-0.7031474379569126,1.0,0.0
0.0,0.0,0.987,-0.7688109922240908,1.0,0.0
0.0,0.987,0.0,-0.8199498197066207,1.0,0.0
0.0,0.0,1.0,-0.8597767785953686,1.0,0.0
0.0,0.0,1.0,-0.8907940453652781,1.0,0.0
0.0,0.0,1.0,-0.9149503170144182,1.0,0.0
0.0,0.0,1.0,-0.9337632402908541,1.0,0.0
0.0,0.0,1.0,-0.9484147596704047,1.0,0.0
0.0,0.0,1.0,-0.9598253744363845,1.0,0.0
0.0,0.0,1.0,-0.9687119701514557,1.0,0.0
0.0,0.0,1.0,-0.9756328578531922,1.0,0.0
0.0,0.0,1.0,-0.9810228506148538,1.0,1.0
0.0,0.0,0.987,-0.5428221473411949,1.0,0.0
0.0,0.987,0.0,-0.6439495303464193,1.0,0.0
0.0,0.0,0.987,-0.7227076154208499,1.0,0.0
0.0,0.0,0.987,-0.7840444737500207,1.0,0.0
0.0,0.0,0.987,-0.8318136670479188,1.0,1.0
0.0,0.0,1.0,-0.4266179183378209,1.0,1.0
0.0,0.0,1.0,-0.11105115194519247,1.0,0.0
0.0,1.0,0.0,-0.3076859410244926,1.0,0.0
0.0,0.0,0.987,-0.4608252687385321,1.0,0.0
0.0,0.987,0.0,-0.5800902970812545,1.0,0.0
0.0,0.0,1.0,-0.6729739945476,1.0,0.0
0.0,0.0,1.0,-0.7453118908689573,1.0,0.0
0.0,0.0,1.0,-0.8016487011697685,1.0,0.0
0.0,0.0,1.0,-0.8455238531477854,1.0,0.0
0.0,0.0,1.0,-0.879693855865642,1.0,0.0
0.0,0.0,1.0,-0.9063054807398606,1.0,0.0
0.0,0.0,1.0,-0.9270306350307046,1.0,0.0
0.0,0.0,1.0,-0.9431714014216896,1.0,1.0
0.0,0.0,1.0,-0.5133434090691711,1.0,0.0
0.0,0.0,1.0,-0.6209914658962101,1.0,1.0
0.0,0.0,1.0,-0.26242942299203287,1.0,1.0
0.0,0.0,0.987,0.016818976801422997,1.0,0.0
0.0,0.987,0.0,-0.20810058462518713,1.0,1.0
0.0,0.987,0.0,0.05913031866488225,1.0,0.0
0.0,0.0,1.0,-0.17514847844912315,1.0,0.0
0.0,0.0,1.0,-0.35760498909853733,1.0,0.0
0.0,1.0,0.0,-0.49970226246877725,1.0,0.0
0.0,1.0,0.0,-0.6103677302418316,1.0,0.0
0.0,0.0,1.0,-0.6965540832024496,1.0,0.0
0.0,1.0,0.0,-0.7636760823782474,1.0,0.0
0.0,0.987,0.0,-0.8159507478976769,1.0,1.0
0.0,0.0,0.987,-0.41426386448181407,1.0,0.0
0.0,0.0,0.987,-0.5438282389852183,1.0,0.0
0.0,0.0,0.987,-0.6447330753066263,1.0,0.0
0.0,0.0,0.987,-0.7233178408494307,1.0,0.0
0.0,0.0,0.987,-0.7845197177916496,1.0,1.0
0.0,0.987,0.0,-0.3897853536224992,1.0,0.0
0.0,0.987,0.0,-0.524764355559562,1.0,1.0
0.0,0.0,0.987,-0.18748767410915287,1.0,0.0
0.0,0.0,0.987,-0.3672147643410398,1.0,0.0
0.0,0.987,0.0,-0.5071863629527783,1.0,0.0
0.0,0.987,0.0,-0.6161963535593566,1.0,0.0
0.0,0.987,0.0,-0.7010934196063664,1.0,0.0
0.0,0.0,0.987,-0.7672113211242423,1.0,1.0
0.0,1.0,0.0,-0.37630556074421184,1.0,0.0
0.0,1.0,0.0,-0.5142662823103115,1.0,0.0
0.0,1.0,0.0,-0.6217102002990859,1.0,0.0
0.0,1.0,0.0,-0.7053876077650032,1.0,0.0
0.0,0.0,0.987,-0.7705556382248446,1.0,0.0
0.0,0.0,0.987,-0.8213085513781903,1.0,0.0
0.0,0.0,0.987,-0.8608349598851709,1.0,0.0
0.0,0.0,0.987,-0.8916181577824076,1.0,1.0
0.0,0.0,0.987,-0.4731937025530274,1.0,0.0
0.0,0.0,0.987,-0.5897228430213504,1.0,1.0
0.0,0.0,1.0,-0.23807739501152766,1.0,0.0
0.0,0.0,1.0,-0.40661407859517307,1.0,1.0
0.0,1.0,0.0,-0.09547214588918343,1.0,1.0
0.0,0.0,1.0,0.1468454349485917,1.0,0.0
0.0,1.0,0.0,-0.10683587720017089,1.0,0.0
0.0,0.0,1.0,-0.3044030817522087,1.0,1.0
0.0,0.987,0.0,-0.015870141509373853,1.0,1.0
0.0,0.987,0.0,0.2088395382936408,1.0,1.0
0.0,0.987,0.0,0.3838436128879532,1.0,0.0
0.0,0.0,1.0,0.07773848936550001,1.0,0.0
0.0,0.0,1.0,-0.16065642053595566,1.0,1.0
0.0,0.0,0.987,0.09607987080974395,1.0,0.0
0.0,0.0,0.987,-0.14637213830456713,1.0,0.0
0.0,0.0,0.987,-0.335193952860028,1.0,1.0
0.0,0.987,0.0,-0.039850096039594246,1.0,1.0
0.0,0.0,0.987,0.19016393092748846,1.0,0.0
0.0,0.0,0.987,-0.0730993986103306,1.0,0.0
0.0,0.0,0.987,-0.27812908580836937,1.0,0.0
0.0,0.987,0.0,-0.4378063667510872,1.0,1.0
0.0,0.0,0.987,-0.11976472433079824,1.0,0.0
0.0,0.0,0.987,-0.31447207802175176,1.0,0.0
0.0,0.0,0.987,-0.4661103175460274,1.0,0.0
0.0,0.0,0.987,-0.5842062972311025,1.0,0.0
0.0,0.987,0.0,-0.6761795386874236,1.0,1.0
0.0,0.987,0.0,-0.3054099372980317,1.0,1.0
0.0,0.0,0.987,-0.01665428139690059,1.0,0.0
0.0,0.987,0.0,-0.23416958432199286,1.0,0.0
0.0,0.0,0.987,-0.40357067257006857,1.0,1.0
0.0,0.0,0.987,-0.0931019388936278,1.0,0.0
0.0,0.0,0.987,-0.2937070798444186,1.0,1.0
0.0,1.0,0.0,-0.0075400868478536776,1.0,1.0
0.0,0.0,1.0,0.2153269913870603,1.0,0.0
0.0,0.0,1.0,-0.053502387419942926,1.0,0.0
0.0,1.0,0.0,-0.2628669181474364,1.0,0.0
0.0,0.0,0.987,-0.4259201786253855,1.0,0.0
0.0,0.0,0.987,-0.552906185567958,1.0,0.0
0.0,0.0,0.987,-0.6518029872139444,1.0,0.0
0.0,0.987,0.0,-0.7288238937790958,1.0,0.0
0.0,1.0,0.0,-0.7888078361249053,1.0,1.0
0.0,0.0,1.0,-0.3931249435383416,1.0,0.0
0.0,1.0,0.0,-0.5273652308011574,1.0,0.0
0.0,0.0,0.987,-0.6319116716411687,1.0,0.0
0.0,0.0,0.987,-0.7133325216346977,1.0,0.0
0.0,0.0,0.987,-0.7767431433679975,1.0,1.0
0.0,0.0,0.987,-0.3837289513717459,1.0,0.0
0.0,0.0,0.987,-0.52004762474408,1.0,1.0
0.0,0.0,0.987,-0.1838142804565184,1.0,0.0
0.0,0.0,0.987,-0.3643539224878385,1.0,1.0
0.0,0.0,0.987,-0.0625599032200714,1.0,0.0
0.0,0.0,0.987,-0.26992091854525807,1.0,0.0
0.0,0.0,0.987,-0.43141383965899505,1.0,0.0
0.0,0.0,0.987,-0.557184653082862,1.0,0.0
0.0,0.0,0.987,-0.6551350610648972,1.0,0.0
0.0,0.0,0.987,-0.7314189155034697,1.0,0.0
0.0,0.0,0.987,-0.7908288410759351,1.0,1.0
0.0,0.987,0.0,-0.39469890377679473,1.0,0.0
0.0,0.987,0.0,-0.528591032267388,1.0,1.0
0.0,0.987,0.0,-0.1904678929257689,1.0,0.0
0.0,0.0,0.987,-0.36953576108914443,1.0,0.0
0.0,0.987,0.0,-0.5089939570377084,1.0,1.0
0.0,0.0,0.987,-0.17520567539098522,1.0,0.0
0.0,0.987,0.0,-0.3576495341216488,1.0,0.0
0.0,0.0,0.987,-0.4997369541676584,1.0,0.0
0.0,0.0,0.987,-0.6103947481640862,1.0,0.0
0.0,0.0,0.987,-0.6965751247814584,1.0,0.0
0.0,0.0,0.987,-0.7636924695764565,1.0,0.0
0.0,0.0,0.987,-0.8159635102604745,1.0,0.0
0.0,0.0,0.987,-0.856672237677145,1.0,0.0
0.0,0.0,0.987,-0.8883762264670882,1.0,1.0
0.0,0.0,0.987,-0.47066888390599293,1.0,1.0
0.0,1.0,0.0,-0.14535807842473628,1.0,1.0
0.0,0.0,1.0,0.10799423162565586,1.0,0.0
0.0,0.0,1.0,-0.13709322477133967,1.0,1.0
0.0,0.0,0.987,0.1144309061228917,1.0,1.0
0.0,0.0,0.987,0.3103180962246736,1.0,0.0
0.0,0.987,0.0,0.02047675941240823,1.0,0.0
0.0,0.0,0.987,-0.20525190066344687,1.0,0.0
0.0,0.0,0.987,-0.38104955789218176,1.0,1.0
0.0,1.0,0.0,-0.07556247714684863,1.0,0.0
0.0,0.987,0.0,-0.280047333301376,1.0,0.0
0.0,0.987,0.0,-0.4393002994007655,1.0,1.0
0.0,0.0,0.987,-0.12092820024822362,1.0,0.0
0.0,0.987,0.0,-0.31537819397732736,1.0,1.0
0.0,0.987,0.0,-0.024417567504592813,1.0,0.0
0.0,1.0,0.0,-0.24021563762187093,1.0,0.0
0.0,0.0,1.0,-0.408279343614505,1.0,0.0
0.0,0.0,1.0,-0.5391674894474509,1.0,0.0
0.0,1.0,0.0,-0.6411032799169133,1.0,0.0
0.0,0.0,0.987,-0.7204909533575333,1.0,0.0
0.0,0.0,0.987,-0.7823181355993051,1.0,1.0
0.0,0.0,0.987,-0.38807075968710514,1.0,0.0
0.0,0.0,0.987,-0.5234290284600276,1.0,0.0
0.0,0.0,0.987,-0.6288461541755693,1.0,0.0
0.0,0.0,0.987,-0.7109450942319699,1.0,0.0
0.0,0.0,0.987,-0.7748838130372271,1.0,0.0
0.0,0.987,0.0,-0.8246793373113437,1.0,0.0
0.0,0.0,0.987,-0.8634601306094768,1.0,0.0
0.0,0.0,0.987,-0.8936626427981932,1.0,1.0
0.0,0.0,1.0,-0.47478594908429894,1.0,0.0
0.0,0.0,1.0,-0.5909628858667473,1.0,0.0
0.0,0.0,1.0,-0.6814415752077552,1.0,0.0
0.0,1.0,0.0,-0.7519064493178065,1.0,0.0
0.0,0.0,0.987,-0.8067845484537424,1.0,1.0
0.0,1.0,0.0,-0.40712522117708927,1.0,0.0
0.0,0.987,0.0,-0.5382686579894311,1.0,0.0
0.0,0.0,0.987,-0.6404032692735583,1.0,0.0
0.0,0.0,0.987,-0.7199457845203301,1.0,0.0
0.0,0.0,0.987,-0.7818935576819851,1.0,1.0
0.0,0.0,0.987,-0.38774009807262155,1.0,0.0
0.0,0.0,0.987,-0.5231715089357362,1.0,0.0
0.0,0.987,0.0,-0.628645597768395,1.0,1.0
0.0,0.987,0.0,-0.2683904668878223,1.0,0.0
